show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,primary_genre,duration_minutes,seasons
s678,TV Show,The Lost Memory 678,Unknown,"Min Park, Carlos Nair, Min Kumar, Priya Lee, Sara Kumar",Japan,2021-09-04,2021,TV-14,3 Seasons,"Anime Series, TV Action & Adventure, Docuseries",A gripping tv show exploring themes of survival and identity in Japan.,2021,September,Anime Series,,3.0
s679,TV Show,The Last Kingdom Chronicles 679,Unknown,"Wei Park, Fatima Park, Priya Nair",India,2025-02-13,2025,TV-MA,2 Seasons,"Docuseries, TV Action & Adventure, Reality TV",A gripping tv show exploring themes of survival and identity in India.,2025,February,Docuseries,,2.0
s680,Movie,The Broken Shadows 680,Anil Lee,"Elena Tanaka, Aisha Khan, Wei Khan, Anil Johnson, Tom Garcia, Yuki Khan, Raj Silva",Brazil,2016-10-09,2016,TV-G,108 min,"Independent Movies, Sci-Fi & Fantasy, Documentaries",A gripping movie exploring themes of survival and identity in Brazil.,2016,October,Independent Movies,108.0,
s681,TV Show,The Golden Empire 681,Unknown,"Carlos Tanaka, Raj Park, David Tanaka",France,2025-07-22,2024,TV-PG,3 Seasons,"Anime Series, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in France.,2025,July,Anime Series,,3.0
s682,Movie,The Lost Promise 682,David Patel,"Elena Patel, Raj Lee, David Lee, Sara Nair, Min Garcia, Min Nair",South Korea,2021-12-20,2017,PG-13,175 min,"Sci-Fi & Fantasy, Thrillers",A gripping movie exploring themes of survival and identity in South Korea.,2021,December,Sci-Fi & Fantasy,175.0,
s683,TV Show,The Hidden Legacy Chronicles 683,Unknown,"Priya Müller, Elena Patel, Sara Smith, Hana Park, Sara Khan, Yuki Costa, David Rossi",Spain,2022-04-18,2020,PG,3 Seasons,"TV Action & Adventure, TV Dramas",A gripping tv show exploring themes of survival and identity in Spain.,2022,April,TV Action & Adventure,,3.0
s684,Movie,The Broken Horizon 684,Unknown,"Elena Tanaka, Tom Patel, Maria Silva, John Smith, Tom Tanaka",Unknown,2024-10-19,2023,PG,91 min,"Romantic Movies, Thrillers, Independent Movies",A gripping movie exploring themes of survival and identity in India.,2024,October,Romantic Movies,91.0,
s685,Movie,The Eternal Memory 685,Sara Costa,"Aisha Johnson, Fatima Lee, Sara Müller, John Müller",United Kingdom,2013-10-10,2009,PG,92 min,Thrillers,A gripping movie exploring themes of survival and identity in United Kingdom.,2013,October,Thrillers,92.0,
s686,TV Show,The Last Rebellion 686,Unknown,"Min Garcia, Wei Silva, Yuki Kumar, David Costa, Min Müller",United States,2014-11-11,2012,TV-14,7 Seasons,"Anime Series, TV Mysteries",A gripping tv show exploring themes of survival and identity in United States.,2014,November,Anime Series,,7.0
s687,Movie,The Forgotten Memory 687,Carlos Garcia,"Priya Johnson, Aisha Kumar, David Johnson, Carlos Garcia, Elena Müller, Priya Lee, Raj Park",Spain,2025-10-21,2024,R,123 min,"Thrillers, Documentaries",A gripping movie exploring themes of survival and identity in Spain.,2025,October,Thrillers,123.0,
s688,Movie,The Forgotten Promise 688,Carlos Garcia,"Hana Lee, Maria Khan, Priya Kumar, Hana Johnson, Min Rossi, Carlos Müller",India,2024-07-18,2023,NR,135 min,Action & Adventure,A gripping movie exploring themes of survival and identity in India.,2024,July,Action & Adventure,135.0,
s689,Movie,The Wild Promise 689,David Nair,"Carlos Rossi, Priya Kumar, Anil Müller, Aisha Nair",India,2019-04-26,2017,PG-13,92 min,"Independent Movies, Comedies",A gripping movie exploring themes of survival and identity in India.,2019,April,Independent Movies,92.0,
s690,Movie,The Last Horizon 690,Unknown,"Raj Rossi, Elena Nair, Anil Khan, Tom Nair, Anil Lee, Tom Park, Min Silva",South Korea,2020-07-03,2019,TV-MA,170 min,"Horror Movies, Independent Movies",A gripping movie exploring themes of survival and identity in South Korea.,2020,July,Horror Movies,170.0,
s691,Movie,The Lost Promise 691,David Garcia,"Elena Tanaka, Fatima Smith, David Müller, Priya Rossi",Nigeria,2019-03-28,2019,R,103 min,"Comedies, Action & Adventure, Romantic Movies",A gripping movie exploring themes of survival and identity in Nigeria.,2019,March,Comedies,103.0,
s692,Movie,The Forgotten City 692,Min Park,"Fatima Johnson, Anil Costa, Maria Garcia, Yuki Kumar, Carlos Lee",United States,2026-04-25,2023,TV-PG,103 min,"Horror Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.,2026,April,Horror Movies,103.0,
s693,Movie,The Broken Journey 693,Yuki Garcia,"Maria Johnson, Yuki Nair, Tom Khan, Carlos Kumar",Spain,2022-12-10,2021,TV-PG,109 min,"Action & Adventure, Horror Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in Spain.,2022,December,Action & Adventure,109.0,
s694,Movie,The Secret Rebellion 694,Tom Rossi,"Wei Lee, Maria Johnson, David Patel, Sara Silva, Elena Müller, Wei Nair, Elena Garcia",Japan,2024-05-05,2023,R,144 min,Horror Movies,A gripping movie exploring themes of survival and identity in Japan.,2024,May,Horror Movies,144.0,
s695,Movie,The Eternal Horizon 695,Unknown,"John Müller, Hana Lee, Elena Rossi, Raj Nair, Carlos Park, Hana Lee, Anil Silva",Spain,2019-01-22,2015,TV-14,78 min,"Documentaries, Horror Movies",A gripping movie exploring themes of survival and identity in Spain.,2019,January,Documentaries,78.0,
s696,Movie,The Lost Legacy 696,Priya Costa,"Min Johnson, Carlos Tanaka, Fatima Costa",United States,2018-06-17,2017,TV-14,78 min,"Independent Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in United States.,2018,June,Independent Movies,78.0,
s697,TV Show,The Secret Promise Chronicles 697,Unknown,"Fatima Patel, Fatima Smith, Hana Park, Priya Garcia, Yuki Kumar, Hana Tanaka, Carlos Johnson",Mexico,2026-12-21,2021,TV-14,4 Seasons,"Anime Series, Crime TV Shows, TV Dramas",A gripping tv show exploring themes of survival and identity in Mexico.,2026,December,Anime Series,,4.0
s698,Movie,The Endless Horizon 698,Priya Tanaka,"John Rossi, Priya Rossi, Hana Smith, Hana Johnson, Elena Khan, Raj Johnson",South Korea,2022-02-18,2019,TV-14,170 min,Romantic Movies,A gripping movie exploring themes of survival and identity in South Korea.,2022,February,Romantic Movies,170.0,
s699,Movie,The Wild Kingdom 699,Aisha Johnson,"Elena Müller, Wei Lee, Elena Patel, Yuki Müller, Yuki Khan",United States,2025-12-15,2020,TV-14,169 min,"Documentaries, Children & Family Movies, Dramas",A gripping movie exploring themes of survival and identity in United States.,2025,December,Documentaries,169.0,
s700,Movie,The Last Rebellion 700,Unknown,"Elena Kumar, David Patel, Elena Rossi, Wei Garcia",United States,2023-06-09,2022,PG,156 min,"Independent Movies, Horror Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.,2023,June,Independent Movies,156.0,
s701,Movie,The Wild Promise 701,Hana Costa,"Carlos Tanaka, Yuki Patel, Yuki Lee",Germany,2019-11-10,2017,TV-PG,82 min,"Romantic Movies, Independent Movies",A gripping movie exploring themes of survival and identity in Germany.,2019,November,Romantic Movies,82.0,
s702,Movie,The Lost Dreams 702,Tom Costa,"Wei Johnson, Wei Lee, Elena Müller, Aisha Costa",Spain,2018-02-22,2017,R,108 min,"Documentaries, Action & Adventure, Romantic Movies",A gripping movie exploring themes of survival and identity in Spain.,2018,February,Documentaries,108.0,
s703,Movie,The Endless City 703,Sara Nair,"Min Khan, Aisha Johnson, Tom Costa, Aisha Kumar, Tom Kumar",France,2019-04-09,2017,PG-13,130 min,"Romantic Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in France.,2019,April,Romantic Movies,130.0,
s704,TV Show,The Lost Kingdom 704,Unknown,"Fatima Khan, Sara Kumar, David Silva, Tom Lee",United Kingdom,2026-11-26,2025,TV-MA,3 Seasons,"TV Dramas, Kids' TV",A gripping tv show exploring themes of survival and identity in United Kingdom.,2026,November,TV Dramas,,3.0
s705,TV Show,The Lost Promise Chronicles 705,Unknown,"Wei Lee, Elena Park, Elena Kumar, Tom Park",India,2020-04-20,2020,TV-14,8 Seasons,TV Comedies,A gripping tv show exploring themes of survival and identity in India.,2020,April,TV Comedies,,8.0
s706,Movie,The Lost Rebellion 706,Unknown,"Fatima Patel, Sara Rossi, Yuki Smith, Elena Garcia, Priya Lee",India,2025-04-09,2024,R,147 min,"Thrillers, Dramas, Comedies",A gripping movie exploring themes of survival and identity in India.,2025,April,Thrillers,147.0,
s707,TV Show,The Secret Empire 707,Unknown,"Carlos Lee, Fatima Patel, Yuki Park, Raj Garcia, Priya Nair, David Nair",Germany,2023-03-28,2020,TV-14,3 Seasons,"Kids' TV, Reality TV, TV Comedies",A gripping tv show exploring themes of survival and identity in Germany.,2023,March,Kids' TV,,3.0
s708,TV Show,The Secret Shadows 708,Unknown,"David Tanaka, Fatima Khan, Raj Garcia, John Müller, Aisha Silva",Italy,2023-04-06,2023,PG-13,6 Seasons,Anime Series,A gripping tv show exploring themes of survival and identity in Italy.,2023,April,Anime Series,,6.0
s709,TV Show,The Last Journey 709,Unknown,"Elena Khan, David Müller, Priya Park, Priya Johnson, Priya Patel, John Patel, Wei Costa",South Korea,2026-09-02,2025,TV-Y,6 Season,"TV Action & Adventure, TV Dramas, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in South Korea.,2026,September,TV Action & Adventure,,6.0
s710,TV Show,The Forgotten Rebellion 710,Unknown,"Maria Müller, David Smith, Wei Müller, David Rossi, Aisha Kumar, Tom Johnson",Germany,2023-08-20,2022,NR,4 Seasons,"TV Action & Adventure, Docuseries, Anime Series",A gripping tv show exploring themes of survival and identity in Germany.,2023,August,TV Action & Adventure,,4.0
s711,Movie,The Golden Legacy 711,Carlos Johnson,"Min Müller, Hana Costa, Sara Park, Maria Tanaka, Maria Tanaka",United States,2019-01-01,2019,TV-G,98 min,"Thrillers, Action & Adventure",A gripping movie exploring themes of survival and identity in United States.,2019,January,Thrillers,98.0,
s712,TV Show,The Hidden Legacy Chronicles 712,Unknown,"Carlos Müller, Hana Tanaka, Yuki Garcia, Aisha Khan, Carlos Tanaka",Mexico,2020-02-01,2019,TV-MA,1 Seasons,"Romantic TV Shows, TV Comedies, TV Mysteries",A gripping tv show exploring themes of survival and identity in Mexico.,2020,February,Romantic TV Shows,,1.0
s713,Movie,The Endless Journey 713,Hana Silva,"Min Rossi, Tom Tanaka, Hana Costa",Spain,2023-08-04,2022,TV-MA,176 min,"Dramas, Children & Family Movies",A gripping movie exploring themes of survival and identity in Spain.,2023,August,Dramas,176.0,
s714,TV Show,The Last Storm 714,Unknown,"Elena Park, Sara Park, David Silva",France,2022-02-03,2021,TV-Y,3 Seasons,Kids' TV,A gripping tv show exploring themes of survival and identity in France.,2022,February,Kids' TV,,3.0
s715,Movie,The Eternal Rebellion 715,Unknown,"Tom Nair, John Lee, Sara Khan, Priya Silva, Yuki Tanaka, Priya Müller",France,2026-06-16,2025,TV-14,102 min,"Comedies, Children & Family Movies, Dramas",A gripping movie exploring themes of survival and identity in France.,2026,June,Comedies,102.0,
s716,TV Show,The Forgotten Kingdom 716,Unknown,"Wei Johnson, Raj Garcia, Maria Garcia, Elena Costa",India,2018-08-01,2017,TV-Y,5 Seasons,Crime TV Shows,A gripping tv show exploring themes of survival and identity in India.,2018,August,Crime TV Shows,,5.0
s717,Movie,The Secret Kingdom 717,Aisha Garcia,"Maria Park, Wei Lee, John Costa, Wei Kumar",India,2023-12-22,2022,NR,107 min,"Sci-Fi & Fantasy, Thrillers",A gripping movie exploring themes of survival and identity in India.,2023,December,Sci-Fi & Fantasy,107.0,
s718,TV Show,The Wild Legacy 718,Unknown,"Raj Rossi, Anil Park, Maria Silva, Anil Patel, Tom Costa",Japan,2024-05-13,2023,TV-Y7,6 Seasons,"Romantic TV Shows, TV Dramas, Reality TV",A gripping tv show exploring themes of survival and identity in Japan.,2024,May,Romantic TV Shows,,6.0
s719,Movie,The Wild City 719,Priya Smith,"Min Silva, Min Garcia, Raj Khan, Elena Rossi, Fatima Garcia, David Müller",Egypt,2026-03-04,2024,TV-Y,71 min,"Documentaries, Comedies",A gripping movie exploring themes of survival and identity in Egypt.,2026,March,Documentaries,71.0,
s720,Movie,The Endless Dreams 720,Hana Garcia,"Maria Costa, Maria Tanaka, Priya Park, John Park",Nigeria,2024-10-22,2022,R,161 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in Nigeria.,2024,October,Children & Family Movies,161.0,
s721,TV Show,The Hidden Empire Chronicles 721,Unknown,"Min Müller, Fatima Costa, Maria Lee, Aisha Lee, Maria Johnson",Japan,2019-10-04,2018,PG-13,4 Seasons,"Crime TV Shows, Docuseries",A gripping tv show exploring themes of survival and identity in Japan.,2019,October,Crime TV Shows,,4.0
s722,TV Show,The Dark Kingdom 722,Unknown,"Anil Nair, Carlos Garcia, Tom Lee, Raj Johnson",India,2018-07-21,2016,TV-14,1 Seasons,TV Dramas,A gripping tv show exploring themes of survival and identity in India.,2018,July,TV Dramas,,1.0
s723,Movie,The Wild Promise 723,Fatima Patel,"John Park, Fatima Müller, David Lee, Wei Khan, David Costa, Elena Costa",Australia,2016-11-28,2015,R,174 min,"Thrillers, Children & Family Movies, Documentaries",A gripping movie exploring themes of survival and identity in Australia.,2016,November,Thrillers,174.0,
s724,Movie,The Wild Empire 724,Unknown,"Aisha Müller, Raj Patel, Maria Smith, Carlos Rossi, John Smith",United States,2023-11-04,2020,PG,155 min,"Independent Movies, Horror Movies",A gripping movie exploring themes of survival and identity in United States.,2023,November,Independent Movies,155.0,
s725,TV Show,The Lost Empire 725,Unknown,"Wei Silva, Hana Garcia, Carlos Costa",Canada,2020-05-05,2020,TV-PG,6 Seasons,"TV Action & Adventure, Reality TV",A gripping tv show exploring themes of survival and identity in Canada.,2020,May,TV Action & Adventure,,6.0
s726,Movie,The Forgotten Rebellion 726,Anil Costa,"Sara Patel, Carlos Park, Wei Lee, Wei Smith, Wei Müller, Carlos Nair, Maria Patel",Nigeria,2024-06-17,2021,TV-MA,146 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in Nigeria.,2024,June,Sci-Fi & Fantasy,146.0,
s727,Movie,The Silent Promise 727,Aisha Rossi,"David Garcia, Yuki Kumar, Priya Khan, Yuki Tanaka, Priya Kumar, Aisha Garcia",South Korea,2017-04-09,2012,TV-MA,76 min,"Horror Movies, Thrillers",A gripping movie exploring themes of survival and identity in South Korea.,2017,April,Horror Movies,76.0,
s728,Movie,The Eternal Dreams 728,Aisha Silva,"Hana Tanaka, Sara Smith, Carlos Khan, Maria Silva, John Park, Maria Tanaka, Min Garcia",Brazil,2026-03-25,2024,TV-14,173 min,Thrillers,A gripping movie exploring themes of survival and identity in Brazil.,2026,March,Thrillers,173.0,
s729,TV Show,The Golden Horizon Chronicles 729,Unknown,"Yuki Nair, John Patel, Min Garcia, Priya Costa, David Khan, Anil Silva",South Korea,2021-06-01,2019,TV-14,2 Seasons,"TV Comedies, Anime Series, Kids' TV",A gripping tv show exploring themes of survival and identity in South Korea.,2021,June,TV Comedies,,2.0
s730,TV Show,The Golden Dreams Chronicles 730,Unknown,"John Smith, Sara Tanaka, Elena Nair, Aisha Silva, Anil Müller, John Nair, Fatima Nair",Italy,2015-11-15,2010,R,7 Seasons,"Anime Series, Docuseries, Kids' TV",A gripping tv show exploring themes of survival and identity in Italy.,2015,November,Anime Series,,7.0
s731,Movie,The Golden Horizon 731,Unknown,"Elena Tanaka, Elena Tanaka, Aisha Müller",France,2026-11-17,2025,TV-MA,112 min,"Horror Movies, Romantic Movies",A gripping movie exploring themes of survival and identity in France.,2026,November,Horror Movies,112.0,
s732,Movie,The Forgotten Memory 732,Unknown,"John Johnson, John Smith, Carlos Lee",United States,2025-12-16,2025,R,141 min,"Sci-Fi & Fantasy, Thrillers, Independent Movies",A gripping movie exploring themes of survival and identity in United States.,2025,December,Sci-Fi & Fantasy,141.0,
s733,TV Show,The Lost Promise Chronicles 733,Unknown,"Anil Silva, Aisha Müller, Raj Tanaka, Wei Kumar, David Smith, Yuki Silva",United States,2021-12-20,2021,TV-MA,7 Seasons,"TV Dramas, Romantic TV Shows, Anime Series",A gripping tv show exploring themes of survival and identity in United States.,2021,December,TV Dramas,,7.0
s734,Movie,The Secret Horizon 734,Anil Lee,"Fatima Costa, Wei Tanaka, David Park, Tom Costa, Sara Costa, Wei Nair",United States,2022-05-12,2020,TV-Y7,174 min,"Romantic Movies, Sci-Fi & Fantasy, Documentaries",A gripping movie exploring themes of survival and identity in United States.,2022,May,Romantic Movies,174.0,
s735,Movie,The Endless Kingdom 735,Unknown,"Tom Lee, Elena Müller, Wei Costa",India,2022-06-12,2021,PG-13,148 min,"Documentaries, Romantic Movies, Horror Movies",A gripping movie exploring themes of survival and identity in India.,2022,June,Documentaries,148.0,
s736,TV Show,The Wild Dreams Chronicles 736,Unknown,"Wei Lee, Raj Smith, Hana Johnson, Yuki Patel",India,2021-05-28,2018,TV-MA,8 Seasons,"Anime Series, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in India.,2021,May,Anime Series,,8.0
s737,Movie,The Forgotten Horizon 737,Priya Park,"Tom Nair, Fatima Garcia, David Patel, Sara Silva, Maria Silva, John Nair, Yuki Johnson",United States,2014-09-18,2009,TV-MA,92 min,"Sci-Fi & Fantasy, Comedies",A gripping movie exploring themes of survival and identity in United States.,2014,September,Sci-Fi & Fantasy,92.0,
